rank,isbn13,9세_대출,적합도,인기점수(50),추천도(100),제목,저자,출판사,출판년,추천연령,최다선택나이,분포,그림책,총대출
37,9788949162041,8779,0.968,45.7,94.1,장군이네 떡집 ,김리리 글 ;이승현 그림,비룡소,2020,7~10세,9,대칭,False,29406
38,9791188874217,8759,0.803,45.7,85.8,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9~12세,11,더 어린 아이부터 봄,False,45307
39,9788936447694,8565,0.975,45.5,94.2,고양이 해결사 깜냥,홍민정 동화 ;김재희 그림,창비,2020,8~11세,9,대칭,False,46424
40,9791168411685,8552,0.905,45.5,90.7,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,9~12세,9,더 큰 아이 쪽으로 넓음,True,42027
41,9791188874293,8527,0.795,45.4,85.2,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9~12세,11,더 어린 아이부터 봄,False,45123
42,9791164060481,8514,0.863,45.4,88.6,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9~12세,9,더 큰 아이 쪽으로 넓음,False,44861
43,9791164139897,8489,0.918,45.4,91.3,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,8~11세,9,더 큰 아이 쪽으로 넓음,True,43461
44,9791162339466,8451,0.971,45.4,93.9,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,6~11세,9,대칭,False,56223
45,9791164134649,8428,0.939,45.3,92.3,(흔한남매) 안 흔한 일기,흔한남매 원작 ;조병주 그림,미래엔,2020,8~11세,9,더 큰 아이 쪽으로 넓음,False,41840
46,9788937849367,8340,0.72,45.3,81.2,꼴찌라도 괜찮아! ,유계영 글 ;김중석 그림,미래엔컬처그룹,2010,5~9세,9,더 어린 아이부터 봄,False,16463
47,9788936447861,8306,0.957,45.2,93.1,고양이 해결사 깜냥,홍민정 동화 ;김재희 그림,창비,2020,8~11세,9,더 큰 아이 쪽으로 넓음,False,42388
48,9791164137923,8279,0.934,45.2,91.9,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,2020,8~11세,9,더 큰 아이 쪽으로 넓음,True,41521
49,9788952781505,8152,0.927,45.1,91.4,26층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,2015,8~12세,9,더 큰 아이 쪽으로 넓음,False,43468
50,9788958288053,8136,0.832,45.1,86.6,귀신 선생님과 진짜 아이들 ,남동윤 만화,사계절,2014,9~12세,9,더 큰 아이 쪽으로 넓음,True,29585
51,9791164135158,8134,0.924,45.1,91.2,(흔한남매) 안 흔한 일기,흔한남매 원작 ;조병주 그림,미래엔,2020,8~11세,9,더 큰 아이 쪽으로 넓음,False,39793
52,9788934993711,8123,0.92,45.0,91.1,내 멋대로 아빠 뽑기 ,최은옥 글 ;김무연 그림,김영사,2017,9~11세,9,더 큰 아이 쪽으로 넓음,False,35533
53,9791164134090,8119,0.993,45.0,94.7,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7~11세,9,대칭,False,48785
54,9788952781819,8105,0.901,45.0,90.1,52층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,2016,8~12세,9,더 큰 아이 쪽으로 넓음,False,42370
55,9791164060498,8075,0.829,45.0,86.5,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9~12세,10,대칭,False,42060
56,9788950976118,8048,0.944,45.0,92.2,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,41147
57,9788952781598,7915,0.919,44.8,90.8,39층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,2015,8~12세,9,더 큰 아이 쪽으로 넓음,False,42230
58,9791188874385,7915,0.808,44.8,85.2,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9~12세,11,더 어린 아이부터 봄,False,39948
59,9788949100203,7868,0.66,44.8,77.8,아씨방 일곱 동무,이영경 글.그림,비룡소,1998,5~9세,9,더 어린 아이부터 봄,True,24615
60,9791164060931,7854,0.808,44.8,85.2,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9~12세,10,대칭,False,40249
61,9788950974329,7839,0.943,44.8,91.9,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,40230
62,9791164138982,7767,0.923,44.7,90.8,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,2020,8~11세,9,더 큰 아이 쪽으로 넓음,True,38756
63,9791168412477,7708,0.907,44.6,90.0,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,9~12세,9,더 큰 아이 쪽으로 넓음,True,38493
64,9788950973353,7697,0.946,44.6,91.9,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,39821
65,9788950977405,7668,0.938,44.6,91.5,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,39372
66,9791164131914,7633,0.992,44.5,94.2,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7~11세,9,대칭,False,49580
67,9791164060948,7604,0.759,44.5,82.5,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9~12세,11,더 어린 아이부터 봄,False,39350
68,9788936451332,7541,0.955,44.5,92.2,엄마 사용법 :김성진 동화 ,지은이: 김성진 ;그린이: 김중석,창비,2012,8~11세,9,더 큰 아이 쪽으로 넓음,False,27303
69,9788954626194,7522,0.895,44.4,89.2,하루와 미요 ,임정자 글 ;박세영 그림,문학동네,2014,8~9세,9,더 어린 아이부터 봄,False,12419
70,9791188874460,7506,0.778,44.4,83.3,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9~12세,11,더 어린 아이부터 봄,False,38436
71,9788937839719,7491,0.563,44.4,72.5,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,10~12세,13,더 어린 아이부터 봄,True,41007
72,9788950978358,7473,0.937,44.4,91.2,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,37669
73,9788928318049,7433,0.967,44.3,92.7,걱정 세탁소 :걱정을 세탁해 드립니다! ,홍민정 글 ;김도아 그림,좋은책신사고 좋은책어린이,2020,8~11세,9,더 큰 아이 쪽으로 넓음,False,30495
74,9791164136223,7430,0.919,44.3,90.3,(흔한남매) 안 흔한 일기,흔한남매 원작 ;조병주 그림,미래엔,2020,8~11세,9,더 큰 아이 쪽으로 넓음,False,35645
75,9788936448011,7384,0.956,44.3,92.1,고양이 해결사 깜냥,홍민정 동화 ;김재희 그림,창비,2020,8~11세,9,더 큰 아이 쪽으로 넓음,False,38294
76,9791164062065,7363,0.744,44.3,81.5,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9~12세,10,더 큰 아이 쪽으로 넓음,False,38033
77,9788937839702,7357,0.586,44.3,73.6,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,9~12세,13,더 어린 아이부터 봄,True,40709
78,9788952782380,7321,0.899,44.2,89.2,65층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,2016,8~12세,9,더 큰 아이 쪽으로 넓음,False,39194
79,9788998433147,7320,0.927,44.2,90.5,발레 하는 할아버지 ,신원미 글 ;박연경 그림,머스트비,2013,6~10세,9,더 어린 아이부터 봄,False,21953
80,9791164062072,7311,0.738,44.2,81.1,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,9~12세,11,대칭,False,37335
81,9791164130764,7292,0.994,44.2,93.9,추리 천재 엉덩이 탐정과 카레 사건 ,트롤 글·그림 ;김정화 옮김,미래엔,2019,7~11세,9,대칭,False,46750
82,9788952755087,7283,0.865,44.2,87.4,명절 속에 숨은 우리 과학 ,오주영 글 ;허현경 그림,시공사,2009,8~9세,9,더 어린 아이부터 봄,False,10060
83,9791165382650,7282,0.748,44.2,81.6,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9~12세,11,더 어린 아이부터 봄,False,37153
84,9788989646075,7217,0.929,44.1,90.5,"그림 도둑, 준모 ",글: 오승희 ;그림: 최정인,낮은산,2005,9~10세,9,더 큰 아이 쪽으로 넓음,False,13820
85,9788937842184,7202,0.853,44.1,86.7,내일은 실험왕 :본격 대결 과학실험 만화,글: 곰돌이 co. ;그림: 홍종현,대한교과서,,9~12세,9,더 큰 아이 쪽으로 넓음,True,36930
86,9788937899232,7201,0.607,44.1,74.4,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,9~12세,13,더 어린 아이부터 봄,True,39138
87,9788952784933,7191,0.889,44.1,88.5,78층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,2017,9~12세,9,더 큰 아이 쪽으로 넓음,False,38311
88,9788928307326,7186,0.946,44.1,91.3,엄마는 게임 수업 중 ,박현숙 글 ;이상규 그림,좋은책신사고 좋은책어린이,2013,8~11세,9,더 큰 아이 쪽으로 넓음,False,29166
89,9788937883316,7183,0.676,44.1,77.9,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,9~12세,13,더 어린 아이부터 봄,True,37832
90,9791168410848,7167,0.919,44.0,90.0,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,2020,8~11세,9,더 큰 아이 쪽으로 넓음,True,35514
91,9788937884962,7164,0.631,44.0,75.6,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,9~12세,13,더 어린 아이부터 봄,True,38437
92,9788950979317,7147,0.934,44.0,90.7,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,36620
93,9788934969952,7144,0.959,44.0,92.0,책 먹는 여우와 이야기 도둑 :《책 먹는 여우》두 번째 이야기 ,프란치스카 비어만 글·그림 ;송순섭 옮김,김영사,2015,7~10세,9,대칭,False,39503
94,9788937883293,7133,0.742,44.0,81.1,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,9~12세,13,더 어린 아이부터 봄,True,37849
95,9788950980214,7119,0.924,44.0,90.2,Go go 카카오프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8~11세,9,더 큰 아이 쪽으로 넓음,False,36413
96,9791165382674,7111,0.764,44.0,82.2,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9~12세,11,더 어린 아이부터 봄,False,36013
97,9788937884795,7104,0.633,44.0,75.6,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,9~12세,13,더 어린 아이부터 봄,True,37503
98,9788937884818,7099,0.621,44.0,75.0,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,9~12세,13,더 어린 아이부터 봄,True,38613
99,9788937847721,7079,0.689,43.9,78.4,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,9~12세,13,더 어린 아이부터 봄,True,36302
100,9788934993865,7075,0.918,43.9,89.9,내 멋대로 나 뽑기 ,최은옥 글 ;김무연 그림,김영사,2018,9~11세,9,더 큰 아이 쪽으로 넓음,False,31843
